marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento
huawei,2023.0,8,9,8,não,0,3,453.0,4K,AMOLED,não,0,250,premium
xiaomi,,12,24,8,não,0,2,542.0,QUADHD,OLED,,0,500,premium
asus,2012.0,4,6,2,não,0,2,553.0,FULLHD,TN,,500,125,ultraportatil
positivo,,6,6,4,não,0,1,,HD,IPS,não,500,125,entrada
acer,2014.0,8,9,12,sim,2,2,94.0,FULLHD,OLED,,250,250,jogos_entrada
dell,2021.0,12,22,4,não,0,2,,FULLHD,IPS,sim,0,250,2em1
apple,2023.0,10,10,8,não,0,2,502.0,QUADHD,AMOLED,,0,250,premium
apple,2018.0,10,18,8,não,0,3,498.0,QUADHD,OLED,não,0,1000,premium
dell,2022.0,12,20,2,não,0,2,243.0,FULLHD,IPS,sim,0,250,2em1
hp,2011.0,2,2,8,sim,4,4,136.0,FULLHD,OLED,,1000,1000,jogos_entrada
lenovo,2018.0,10,16,64,não,0,3,146.0,HD,IPS,não,250,0,entrada
asus,2013.0,6,6,8,não,0,2,120.0,FULLHD,IPS,,250,250,2em1
lenovo,2010.0,10,19,12,sim,4,1,146.0,4K,TN,,2000,250,jogos_intermediarios
huawei,2012.0,12,19,16,não,0,2,476.0,FULLHD,AMOLED,não,250,250,premium
asus,2015.0,8,16,16,não,0,3,501.0,FULLHD,OLED,não,0,1000,ultraportatil
positivo,2014.0,4,5,32,não,0,2,53.0,HD,TN,não,250,0,entrada
positivo,2016.0,6,11,16,não,0,3,126.0,HD,TN,,1000,0,entrada
razer,2023.0,6,10,16,não,0,3,586.0,4K,AMOLED,,0,250,premium
acer,2023.0,12,21,12,sim,8,4,101.0,FULLHD,OLED,,0,500,jogos_intermediarios
asus,2016.0,8,8,32,não,0,2,539.0,FULLHD,IPS,,0,1000,ultraportatil
hp,2013.0,6,12,16,sim,4,2,76.0,FULLHD,VA,,250,2000,jogos_intermediarios
huawei,2015.0,4,7,8,não,0,2,512.0,4K,AMOLED,,0,1000,premium
positivo,2017.0,8,14,12,não,0,4,275.0,HD,TN,,0,250,entrada
apple,2021.0,8,16,8,não,0,2,417.0,QUADHD,AMOLED,,0,1000,premium
samsung,2017.0,4,6,8,não,0,3,530.0,FULLHD,AMOLED,,0,500,premium
asus,2015.0,8,16,6,não,0,3,595.0,FULLHD,TN,não,0,2000,ultraportatil
huawei,2012.0,6,7,8,não,0,3,497.0,QUADHD,AMOLED,,500,250,premium
huawei,2020.0,8,11,8,não,0,2,558.0,4K,OLED,não,0,250,premium
hp,2013.0,2,3,12,sim,4,1,152.0,FULLHD,IPS,não,1000,1000,jogos_entrada
xiaomi,2014.0,6,10,8,não,0,2,447.0,QUADHD,AMOLED,,1000,250,premium
apple,2016.0,8,13,16,não,0,2,533.0,4K,AMOLED,não,0,1000,premium
samsung,2012.0,4,5,12,não,0,3,362.0,HD,TN,não,250,0,entrada
dell,2019.0,12,12,6,não,0,3,,FULLHD,IPS,não,0,250,ultraportatil
hp,2015.0,6,12,12,sim,2,4,40.0,FULLHD,TN,não,0,1000,jogos_entrada
positivo,2018.0,4,8,32,não,0,1,59.0,HD,IPS,não,500,0,entrada
positivo,2014.0,10,17,2,não,0,3,240.0,HD,TN,não,0,1000,entrada
huawei,2011.0,8,10,16,não,0,3,580.0,FULLHD,AMOLED,não,2000,250,premium
dell,2015.0,4,6,8,não,0,2,529.0,4K,AMOLED,,0,500,premium
samsung,2010.0,4,4,8,não,0,3,321.0,HD,IPS,não,250,0,intermediario
xiaomi,2023.0,4,7,8,não,0,2,588.0,4K,OLED,não,0,2000,premium
acer,2022.0,10,16,32,sim,8,4,44.0,QUADHD,OLED,,0,250,jogos_premium
huawei,2015.0,6,10,16,não,0,3,554.0,QUADHD,OLED,,0,250,premium
xiaomi,2010.0,4,6,16,não,0,3,510.0,FULLHD,OLED,não,250,250,premium
lenovo,2010.0,8,12,16,sim,6,3,100.0,FULLHD,AMOLED,,1000,250,jogos_premium
dell,2019.0,4,8,8,não,0,3,520.0,FULLHD,IPS,não,0,1000,ultraportatil
positivo,2016.0,8,9,32,não,0,2,96.0,HD,IPS,não,0,250,entrada
acer,2010.0,2,3,12,não,0,4,242.0,HD,IPS,não,250,0,intermediario
positivo,2021.0,8,11,12,não,0,2,108.0,HD,IPS,,250,0,entrada
positivo,2021.0,6,7,2,não,0,1,151.0,HD,TN,,250,0,entrada
xiaomi,2023.0,12,21,8,não,0,3,533.0,FULLHD,AMOLED,não,0,500,premium
hp,2015.0,8,15,16,sim,6,4,39.0,4K,OLED,,0,500,jogos_intermediarios
lenovo,,6,6,16,sim,6,3,78.0,4K,OLED,não,0,500,jogos_premium
apple,,8,8,8,não,0,3,494.0,4K,OLED,,500,250,premium
hp,2017.0,6,11,8,não,0,3,592.0,FULLHD,VA,não,0,2000,ultraportatil
huawei,,12,20,8,não,0,3,427.0,4K,AMOLED,,0,250,premium
samsung,2010.0,4,8,12,sim,6,1,59.0,QUADHD,TN,,500,500,jogos_intermediarios
xiaomi,2016.0,12,22,8,não,0,2,596.0,FULLHD,AMOLED,,0,1000,premium
huawei,,6,10,8,não,0,3,489.0,4K,OLED,,250,250,premium
asus,2015.0,4,7,16,não,0,1,163.0,HD,IPS,não,500,0,intermediario
hp,2014.0,8,9,2,não,0,3,573.0,FULLHD,TN,,250,250,ultraportatil
apple,2017.0,12,23,8,não,0,3,446.0,4K,OLED,não,0,250,premium
apple,2022.0,6,11,16,não,0,2,530.0,QUADHD,AMOLED,não,0,250,premium
acer,2022.0,12,24,32,sim,6,4,56.0,FULLHD,AMOLED,,0,250,jogos_premium
lenovo,2021.0,10,12,16,sim,6,4,68.0,QUADHD,OLED,não,0,250,jogos_intermediarios
acer,2010.0,4,4,6,não,0,4,565.0,HD,TN,,250,0,entrada
apple,2016.0,8,15,8,não,0,2,548.0,4K,AMOLED,não,0,1000,premium
positivo,2019.0,8,12,6,não,0,1,293.0,HD,TN,,1000,0,entrada
xiaomi,2012.0,10,12,16,não,0,2,486.0,FULLHD,AMOLED,não,250,250,premium
asus,2016.0,4,7,16,não,0,3,445.0,QUADHD,AMOLED,,0,250,premium
razer,2014.0,4,6,32,sim,6,4,49.0,QUADHD,OLED,,250,1000,jogos_premium
xiaomi,2015.0,12,22,16,não,0,3,420.0,FULLHD,AMOLED,,0,250,premium
razer,2010.0,4,5,8,não,0,2,516.0,FULLHD,OLED,,2000,250,premium
positivo,2017.0,4,7,32,não,0,2,297.0,HD,IPS,não,0,2000,entrada
asus,2017.0,4,7,6,não,0,4,228.0,HD,OLED,,250,0,intermediario
dell,2012.0,10,18,16,sim,6,1,56.0,FULLHD,AMOLED,,0,250,jogos_premium
acer,2010.0,10,11,16,sim,4,3,122.0,4K,OLED,não,0,500,jogos_intermediarios
asus,2014.0,12,23,8,não,0,3,599.0,FULLHD,IPS,,2000,250,premium
dell,2021.0,4,7,8,não,0,3,319.0,HD,IPS,não,250,0,entrada
positivo,2017.0,10,10,12,não,0,1,126.0,HD,TN,,250,0,entrada
positivo,2019.0,10,14,32,não,0,4,276.0,HD,IPS,não,1000,0,entrada
samsung,2014.0,8,10,6,não,0,2,,HD,TN,,1000,0,intermediario
razer,2012.0,10,10,16,não,0,3,406.0,QUADHD,AMOLED,não,500,250,premium
razer,2020.0,8,10,32,sim,6,4,,FULLHD,OLED,não,0,1000,jogos_premium
apple,2011.0,4,5,8,não,0,2,598.0,QUADHD,AMOLED,,250,250,premium
samsung,2015.0,8,13,6,não,0,2,592.0,FULLHD,OLED,,0,1000,ultraportatil
huawei,,12,13,16,não,0,3,475.0,FULLHD,OLED,não,0,1000,premium
lenovo,2020.0,6,7,6,não,0,2,348.0,FULLHD,AMOLED,,0,500,2em1
dell,,4,8,16,não,0,2,534.0,FULLHD,TN,não,250,2000,ultraportatil
razer,2011.0,10,10,32,sim,6,3,65.0,QUADHD,AMOLED,,0,500,jogos_premium
xiaomi,2012.0,12,17,16,não,0,2,495.0,4K,OLED,,250,250,premium
huawei,2016.0,8,9,16,não,0,3,548.0,4K,AMOLED,,0,2000,premium
asus,2011.0,6,7,4,não,0,2,593.0,FULLHD,IPS,não,250,250,ultraportatil
asus,2016.0,8,15,32,não,0,2,47.0,FULLHD,IPS,sim,0,250,2em1
dell,2018.0,4,4,16,sim,6,1,102.0,4K,OLED,não,0,1000,jogos_premium
samsung,2019.0,10,18,32,sim,6,4,152.0,4K,AMOLED,,0,1000,jogos_premium
razer,2018.0,4,5,32,sim,6,2,142.0,QUADHD,AMOLED,,0,1000,jogos_premium
hp,2021.0,8,13,32,não,0,2,,FULLHD,TN,não,0,250,ultraportatil
hp,2014.0,8,10,16,sim,4,3,147.0,QUADHD,VA,,2000,250,jogos_intermediarios
razer,2014.0,10,12,32,sim,6,3,59.0,4K,OLED,não,2000,250,jogos_premium
lenovo,2023.0,12,24,16,não,0,1,65.0,HD,TN,,0,1000,intermediario
apple,2014.0,4,7,8,não,0,2,419.0,QUADHD,AMOLED,não,0,250,premium
positivo,2010.0,4,7,8,não,0,1,295.0,HD,IPS,,1000,0,entrada
lenovo,2020.0,6,11,64,não,0,2,126.0,HD,TN,,1000,0,entrada
asus,2016.0,6,9,16,não,0,3,538.0,FULLHD,AMOLED,sim,0,250,premium
samsung,2015.0,4,7,16,não,0,2,554.0,FULLHD,IPS,não,0,500,ultraportatil
positivo,2023.0,6,12,6,não,0,1,252.0,HD,TN,,1000,250,entrada
samsung,2014.0,6,10,16,não,0,2,436.0,QUADHD,AMOLED,,250,250,premium
dell,,6,8,4,não,0,3,246.0,HD,TN,,2000,0,entrada
xiaomi,2019.0,8,12,8,não,0,3,430.0,FULLHD,OLED,não,0,500,premium
acer,2013.0,6,9,4,não,0,4,338.0,HD,IPS,não,250,0,intermediario
acer,,6,7,16,não,0,2,,QUADHD,AMOLED,,1000,250,premium
apple,2014.0,6,9,8,não,0,2,545.0,QUADHD,AMOLED,,1000,250,premium
huawei,2015.0,8,14,8,não,0,3,440.0,4K,OLED,não,0,2000,premium
lenovo,2012.0,10,11,8,não,0,3,465.0,QUADHD,OLED,,500,250,premium
asus,2020.0,4,5,6,não,0,4,62.0,HD,IPS,,500,0,intermediario
lenovo,2022.0,4,6,16,não,0,4,525.0,HD,VA,,0,250,intermediario
dell,2020.0,6,9,16,não,0,2,495.0,4K,IPS,,0,250,premium
huawei,2013.0,12,14,8,não,0,3,590.0,4K,OLED,,500,250,premium
positivo,2016.0,10,16,2,não,0,1,106.0,HD,TN,,500,0,entrada
dell,,6,6,4,não,0,2,574.0,FULLHD,OLED,não,2000,250,ultraportatil
huawei,2010.0,12,16,16,não,0,3,496.0,QUADHD,OLED,não,1000,250,premium
apple,2023.0,4,4,8,não,0,2,440.0,4K,AMOLED,não,0,250,premium
acer,2023.0,10,10,32,não,0,3,529.0,FULLHD,VA,não,0,250,ultraportatil
acer,2015.0,8,13,8,não,0,2,472.0,FULLHD,AMOLED,,0,500,premium
positivo,,4,8,8,não,0,3,297.0,HD,IPS,não,250,0,entrada
razer,2015.0,12,18,16,sim,6,1,159.0,FULLHD,OLED,,0,250,jogos_premium
razer,2015.0,4,5,16,não,0,2,,4K,AMOLED,,0,250,premium
razer,2014.0,4,6,16,sim,6,2,163.0,4K,OLED,,500,1000,jogos_premium
apple,,6,6,8,não,0,2,522.0,QUADHD,OLED,não,0,1000,premium
lenovo,,8,15,2,não,0,3,354.0,FULLHD,AMOLED,sim,0,2000,2em1
positivo,2011.0,6,11,6,não,0,2,278.0,HD,IPS,não,500,0,entrada
apple,2013.0,12,23,16,não,0,3,450.0,4K,AMOLED,não,2000,250,premium
xiaomi,2023.0,12,23,16,não,0,3,585.0,FULLHD,AMOLED,não,0,250,premium
lenovo,2013.0,4,6,12,sim,6,3,153.0,FULLHD,VA,,500,500,jogos_intermediarios
huawei,2023.0,10,19,8,não,0,3,544.0,FULLHD,OLED,não,0,1000,premium
hp,2013.0,2,3,16,não,0,3,546.0,FULLHD,IPS,,250,1000,ultraportatil
apple,2021.0,8,16,16,não,0,2,522.0,QUADHD,AMOLED,não,0,1000,premium
asus,,8,8,2,não,0,3,487.0,HD,IPS,não,0,250,entrada
xiaomi,2016.0,6,10,8,não,0,3,566.0,QUADHD,AMOLED,,0,250,premium
razer,,10,11,32,sim,6,4,101.0,QUADHD,AMOLED,,0,250,jogos_premium
razer,2012.0,12,15,8,não,0,2,,4K,AMOLED,não,250,250,premium
asus,2021.0,12,17,2,não,0,3,,FULLHD,OLED,não,0,250,ultraportatil
positivo,2010.0,4,4,12,não,0,2,96.0,HD,IPS,não,2000,0,entrada
lenovo,2012.0,2,3,8,sim,2,3,68.0,FULLHD,VA,não,500,125,jogos_entrada
apple,2018.0,10,20,8,não,0,3,560.0,QUADHD,OLED,não,0,500,premium
lenovo,2012.0,6,11,4,não,0,2,418.0,HD,IPS,não,250,0,entrada
dell,2015.0,10,15,12,sim,4,4,174.0,FULLHD,OLED,não,0,250,jogos_entrada
razer,,10,16,32,sim,6,3,156.0,4K,OLED,não,0,250,jogos_premium
dell,2019.0,10,19,8,sim,2,4,89.0,FULLHD,TN,não,0,500,jogos_entrada
asus,2015.0,8,10,4,não,0,3,97.0,HD,IPS,não,500,0,entrada
hp,2012.0,6,9,8,não,0,3,517.0,FULLHD,OLED,,500,1000,ultraportatil
hp,2020.0,12,14,4,não,0,3,591.0,FULLHD,OLED,,0,2000,ultraportatil
asus,2021.0,8,16,8,não,0,2,531.0,QUADHD,AMOLED,,0,2000,premium
acer,2019.0,4,7,16,sim,6,4,,FULLHD,OLED,,0,500,jogos_premium
asus,2017.0,8,8,12,não,0,3,153.0,HD,TN,,1000,0,entrada
razer,,4,6,16,sim,6,3,52.0,FULLHD,AMOLED,não,0,2000,jogos_premium
hp,2021.0,6,7,12,sim,4,4,36.0,4K,VA,,0,1000,jogos_intermediarios
positivo,2018.0,10,15,16,não,0,1,86.0,HD,IPS,não,500,0,entrada
apple,2012.0,12,24,8,não,0,3,478.0,FULLHD,AMOLED,,2000,250,premium
asus,2022.0,8,10,8,não,0,2,504.0,QUADHD,IPS,sim,0,500,premium
asus,2014.0,10,16,4,não,0,2,60.0,HD,OLED,,1000,0,intermediario
positivo,2012.0,4,7,2,não,0,1,233.0,HD,TN,,500,0,entrada
positivo,2010.0,2,3,8,não,0,2,268.0,HD,TN,não,500,0,entrada
positivo,2023.0,10,12,2,não,0,1,257.0,HD,TN,não,0,500,entrada
samsung,2021.0,4,8,4,não,0,3,513.0,HD,IPS,,250,0,intermediario
hp,2010.0,4,5,12,sim,4,2,161.0,4K,TN,não,2000,500,jogos_intermediarios
hp,,12,14,12,não,0,2,580.0,FULLHD,IPS,não,0,250,ultraportatil
huawei,2012.0,12,21,16,não,0,3,554.0,4K,OLED,,2000,250,premium
hp,2016.0,4,5,12,sim,4,3,195.0,FULLHD,TN,,0,250,jogos_entrada
positivo,2015.0,4,7,2,não,0,3,262.0,HD,IPS,não,0,2000,entrada
dell,2017.0,10,15,4,não,0,2,115.0,HD,IPS,,1000,0,entrada
apple,2015.0,8,13,16,não,0,3,476.0,QUADHD,OLED,não,0,250,premium
dell,2011.0,4,5,16,sim,4,1,31.0,FULLHD,IPS,,500,125,jogos_intermediarios
dell,2017.0,4,6,2,não,0,3,598.0,FULLHD,TN,não,0,1000,ultraportatil
asus,2023.0,6,6,16,não,0,3,499.0,FULLHD,IPS,sim,0,250,premium
dell,,4,6,32,não,0,3,81.0,HD,OLED,,2000,0,intermediario
huawei,2013.0,10,16,16,não,0,3,592.0,QUADHD,OLED,,500,250,premium
huawei,2017.0,6,7,8,não,0,2,587.0,QUADHD,AMOLED,,0,500,premium
dell,,6,11,12,não,0,2,223.0,FULLHD,AMOLED,,1000,250,2em1
huawei,2010.0,4,8,8,não,0,3,436.0,FULLHD,AMOLED,não,500,250,premium
xiaomi,,12,16,16,não,0,3,514.0,FULLHD,OLED,,0,250,premium
hp,2011.0,6,10,4,não,0,2,552.0,FULLHD,IPS,,1000,125,ultraportatil
hp,2020.0,12,16,12,sim,6,4,180.0,FULLHD,TN,,0,250,jogos_intermediarios
positivo,2023.0,8,14,2,não,0,4,114.0,HD,IPS,não,250,2000,entrada
apple,2013.0,10,11,16,não,0,2,571.0,FULLHD,AMOLED,não,1000,250,premium
hp,2018.0,6,6,12,sim,4,3,39.0,FULLHD,IPS,não,0,2000,jogos_intermediarios
razer,2013.0,10,18,8,não,0,2,451.0,4K,AMOLED,,250,250,premium
lenovo,2020.0,4,4,12,não,0,3,198.0,HD,TN,não,500,0,entrada
samsung,2017.0,12,22,16,sim,6,2,120.0,FULLHD,IPS,não,0,250,jogos_intermediarios
samsung,2016.0,4,4,32,não,0,3,532.0,FULLHD,IPS,não,0,500,ultraportatil
lenovo,2015.0,10,15,16,sim,6,2,,QUADHD,AMOLED,não,0,250,jogos_premium
hp,2022.0,8,13,6,não,0,2,,FULLHD,TN,não,0,1000,ultraportatil
dell,2014.0,8,14,32,sim,6,3,144.0,4K,AMOLED,,250,250,jogos_premium
razer,2014.0,10,19,16,não,0,3,538.0,FULLHD,OLED,,500,250,premium
hp,2019.0,4,8,12,sim,6,4,77.0,4K,OLED,,0,250,jogos_intermediarios
lenovo,2016.0,4,7,2,não,0,2,379.0,HD,IPS,,250,0,entrada
acer,2017.0,4,5,32,sim,6,3,170.0,FULLHD,OLED,,0,2000,jogos_premium
xiaomi,2018.0,10,10,16,não,0,2,596.0,QUADHD,AMOLED,,0,2000,premium
asus,2016.0,8,8,16,não,0,2,557.0,4K,AMOLED,,0,250,premium
huawei,2018.0,6,8,8,não,0,3,508.0,QUADHD,OLED,não,0,250,premium
xiaomi,2015.0,8,10,8,não,0,3,412.0,4K,OLED,não,0,1000,premium
xiaomi,2021.0,8,11,8,não,0,3,558.0,FULLHD,AMOLED,,0,500,premium
dell,2017.0,10,18,12,sim,6,3,199.0,4K,VA,,0,1000,jogos_intermediarios
samsung,,4,6,4,não,0,1,55.0,HD,IPS,,500,0,entrada
lenovo,2014.0,8,13,32,não,0,3,506.0,FULLHD,OLED,,500,250,ultraportatil
asus,2020.0,12,14,2,não,0,2,375.0,HD,IPS,não,500,0,entrada
razer,2016.0,12,15,16,não,0,3,418.0,4K,AMOLED,não,0,250,premium
acer,2015.0,10,14,32,não,0,2,231.0,HD,TN,não,0,250,entrada
samsung,2018.0,8,13,32,sim,6,2,167.0,4K,OLED,não,0,1000,jogos_premium
apple,2014.0,4,4,16,não,0,3,501.0,FULLHD,AMOLED,,2000,250,premium
razer,2014.0,6,7,8,não,0,3,584.0,QUADHD,AMOLED,não,2000,250,premium
asus,2013.0,4,6,16,não,0,2,536.0,FULLHD,OLED,não,500,250,premium
acer,2011.0,8,16,16,sim,4,1,192.0,FULLHD,TN,,500,2000,jogos_intermediarios
positivo,2018.0,6,8,64,não,0,4,225.0,HD,IPS,,500,0,entrada
huawei,2019.0,10,13,8,não,0,3,413.0,QUADHD,AMOLED,,0,250,premium
samsung,2017.0,10,11,16,sim,6,3,187.0,4K,OLED,não,0,250,jogos_intermediarios
samsung,2018.0,6,11,12,não,0,2,522.0,FULLHD,OLED,,0,2000,ultraportatil
razer,2017.0,8,16,16,não,0,3,453.0,FULLHD,AMOLED,não,0,500,premium
xiaomi,2023.0,8,8,16,não,0,2,,FULLHD,OLED,,0,250,premium
samsung,2011.0,10,18,32,sim,6,4,150.0,4K,AMOLED,,2000,1000,jogos_premium
huawei,2022.0,6,12,16,não,0,3,530.0,QUADHD,AMOLED,não,0,2000,premium
apple,2020.0,10,17,16,não,0,2,511.0,QUADHD,AMOLED,,0,250,premium
acer,2013.0,4,8,12,sim,4,3,77.0,FULLHD,VA,,250,250,jogos_entrada
dell,2022.0,8,9,12,sim,6,4,109.0,4K,OLED,,0,250,jogos_intermediarios
acer,2018.0,10,13,8,não,0,3,533.0,FULLHD,IPS,,0,2000,2em1
xiaomi,2014.0,6,12,16,não,0,2,461.0,4K,OLED,,500,250,premium
lenovo,2010.0,4,4,2,não,0,1,586.0,HD,TN,não,500,0,intermediario
samsung,2016.0,6,10,16,sim,6,4,142.0,FULLHD,AMOLED,,0,500,jogos_premium
samsung,2021.0,10,17,8,não,0,3,378.0,HD,TN,,1000,0,entrada
lenovo,2010.0,2,2,6,não,0,3,479.0,FULLHD,AMOLED,,2000,250,2em1
asus,2020.0,6,9,12,não,0,2,539.0,HD,VA,não,2000,0,intermediario
lenovo,2015.0,8,8,16,sim,6,1,141.0,4K,VA,não,0,2000,jogos_intermediarios
positivo,2018.0,8,9,8,não,0,4,115.0,HD,TN,,500,0,entrada
dell,2015.0,4,8,12,sim,2,1,31.0,FULLHD,TN,,0,250,jogos_entrada
apple,2010.0,6,9,8,não,0,3,497.0,4K,OLED,,1000,250,premium
apple,2015.0,4,7,16,não,0,3,516.0,FULLHD,AMOLED,,0,250,premium
lenovo,,12,12,8,não,0,2,535.0,FULLHD,AMOLED,,0,250,premium
acer,2016.0,6,11,32,sim,6,3,100.0,QUADHD,OLED,não,0,250,jogos_premium
samsung,2019.0,6,11,12,não,0,2,453.0,HD,OLED,não,1000,0,intermediario
dell,2018.0,10,13,16,sim,6,2,182.0,QUADHD,OLED,,0,250,jogos_premium
hp,2013.0,4,6,8,não,0,2,520.0,FULLHD,VA,não,1000,2000,ultraportatil
apple,2012.0,6,8,16,não,0,3,501.0,FULLHD,OLED,não,2000,250,premium
lenovo,2022.0,10,18,16,sim,12,4,118.0,FULLHD,AMOLED,não,0,500,jogos_premium
lenovo,2011.0,4,7,32,sim,6,4,80.0,FULLHD,AMOLED,não,1000,125,jogos_premium
razer,2016.0,6,11,16,sim,6,4,111.0,QUADHD,AMOLED,não,0,250,jogos_premium
xiaomi,2013.0,6,6,16,não,0,2,,QUADHD,AMOLED,,2000,250,premium
razer,2013.0,4,8,16,sim,6,2,149.0,FULLHD,AMOLED,não,250,500,jogos_premium
razer,2017.0,10,12,32,sim,6,3,140.0,FULLHD,OLED,,0,250,jogos_premium
xiaomi,2014.0,10,10,8,não,0,2,558.0,FULLHD,AMOLED,não,0,1000,premium
xiaomi,2022.0,10,20,8,não,0,3,554.0,QUADHD,AMOLED,não,0,500,premium
hp,2020.0,4,4,16,sim,4,4,32.0,4K,OLED,,0,500,jogos_intermediarios
positivo,2012.0,6,10,6,não,0,1,,HD,IPS,,2000,0,entrada
acer,2013.0,10,19,16,não,0,2,584.0,FULLHD,OLED,não,2000,250,premium
apple,2019.0,6,11,8,não,0,2,418.0,4K,AMOLED,,0,250,premium
razer,2013.0,12,21,16,não,0,2,489.0,QUADHD,AMOLED,não,250,250,premium
razer,2012.0,6,8,16,sim,6,3,56.0,FULLHD,OLED,,0,2000,jogos_premium
apple,2018.0,10,18,16,não,0,2,421.0,FULLHD,OLED,,0,500,premium
dell,2010.0,6,10,4,não,0,2,540.0,FULLHD,TN,não,500,1000,ultraportatil
dell,2018.0,10,16,8,não,0,2,599.0,4K,OLED,não,0,250,premium
razer,2015.0,12,17,16,não,0,3,455.0,FULLHD,AMOLED,,0,250,premium
razer,2010.0,10,20,16,sim,6,4,165.0,QUADHD,AMOLED,,1000,250,jogos_premium
apple,2016.0,6,8,8,não,0,3,498.0,4K,AMOLED,não,0,1000,premium
asus,2010.0,4,7,16,não,0,3,239.0,FULLHD,AMOLED,sim,2000,250,2em1
samsung,2014.0,6,9,2,não,0,2,219.0,HD,TN,,0,500,entrada
xiaomi,2010.0,12,15,8,não,0,3,565.0,FULLHD,OLED,não,1000,250,premium
dell,2019.0,8,9,16,não,0,3,238.0,HD,IPS,,0,500,entrada
positivo,2010.0,2,4,16,não,0,1,88.0,HD,TN,não,1000,0,entrada
asus,2013.0,2,2,12,não,0,1,300.0,HD,IPS,,1000,0,intermediario
asus,2020.0,12,22,8,não,0,2,411.0,FULLHD,IPS,sim,0,250,2em1
asus,2016.0,10,15,6,não,0,4,232.0,HD,TN,não,500,0,intermediario
positivo,2014.0,6,8,12,não,0,2,232.0,HD,TN,,1000,0,entrada
dell,2017.0,8,12,16,sim,6,2,186.0,FULLHD,AMOLED,não,0,250,jogos_premium
acer,2023.0,4,6,8,não,0,2,564.0,FULLHD,OLED,,0,250,premium
acer,2011.0,6,11,6,não,0,4,117.0,HD,TN,,500,0,entrada
apple,2020.0,12,22,8,não,0,2,582.0,4K,AMOLED,não,0,2000,premium
razer,2019.0,4,4,16,sim,6,4,157.0,QUADHD,AMOLED,não,0,500,jogos_premium
razer,2019.0,8,15,32,sim,6,4,152.0,QUADHD,OLED,,0,500,jogos_premium
apple,2013.0,10,13,8,não,0,3,508.0,FULLHD,OLED,,500,250,premium
dell,2017.0,6,9,4,não,0,3,,FULLHD,IPS,sim,0,250,2em1
lenovo,2018.0,4,6,8,sim,2,4,159.0,FULLHD,TN,,0,250,jogos_entrada
xiaomi,2016.0,4,6,16,não,0,2,457.0,4K,OLED,,0,250,premium
positivo,2019.0,12,24,64,não,0,2,291.0,HD,TN,não,0,1000,entrada
dell,2022.0,6,11,16,sim,8,4,,QUADHD,VA,não,0,1000,jogos_intermediarios
apple,,4,8,16,não,0,2,544.0,FULLHD,OLED,não,0,2000,premium
dell,2022.0,6,8,6,não,0,2,273.0,HD,IPS,não,0,1000,intermediario
huawei,2021.0,6,9,16,não,0,3,494.0,FULLHD,AMOLED,,0,250,premium
dell,2019.0,4,7,2,não,0,3,513.0,FULLHD,TN,não,0,500,ultraportatil
xiaomi,2020.0,12,14,16,não,0,3,547.0,4K,AMOLED,,0,1000,premium
apple,2020.0,10,10,16,não,0,2,470.0,4K,AMOLED,,0,1000,premium
acer,2014.0,4,7,6,não,0,1,348.0,HD,TN,,1000,0,entrada
razer,2017.0,8,9,16,sim,6,1,89.0,4K,AMOLED,,0,250,jogos_premium
samsung,2021.0,12,16,16,não,0,2,549.0,FULLHD,IPS,,0,250,2em1
asus,,10,10,32,não,0,1,466.0,HD,IPS,não,2000,0,intermediario
acer,2018.0,6,10,8,não,0,3,589.0,FULLHD,TN,,0,2000,ultraportatil
apple,2019.0,10,20,16,não,0,2,400.0,QUADHD,AMOLED,,0,250,premium
acer,2010.0,4,7,4,não,0,2,106.0,FULLHD,AMOLED,,0,250,2em1
samsung,2021.0,12,22,16,não,0,3,512.0,QUADHD,IPS,,0,1000,premium
samsung,2020.0,10,16,8,não,0,3,573.0,FULLHD,TN,não,0,2000,ultraportatil
lenovo,2016.0,12,19,12,sim,6,1,42.0,4K,IPS,,0,500,jogos_intermediarios
huawei,2011.0,6,6,8,não,0,2,451.0,QUADHD,OLED,,500,250,premium
huawei,2013.0,4,5,16,não,0,2,486.0,QUADHD,AMOLED,não,2000,250,premium
razer,2010.0,8,10,32,sim,6,3,91.0,QUADHD,OLED,,500,1000,jogos_premium
hp,2022.0,4,6,12,sim,4,4,167.0,QUADHD,IPS,,0,500,jogos_intermediarios
asus,2013.0,6,8,6,não,0,2,127.0,FULLHD,AMOLED,,500,250,2em1
lenovo,2014.0,6,8,12,sim,4,1,124.0,FULLHD,TN,não,2000,250,jogos_entrada
lenovo,,6,8,16,não,0,3,561.0,FULLHD,OLED,,0,2000,ultraportatil
positivo,2021.0,8,13,2,não,0,4,129.0,HD,IPS,,250,0,entrada
samsung,2021.0,4,8,8,não,0,3,436.0,FULLHD,AMOLED,sim,0,250,premium
samsung,2018.0,8,13,4,não,0,2,,FULLHD,AMOLED,sim,0,2000,2em1
xiaomi,2017.0,12,18,8,não,0,2,581.0,FULLHD,OLED,não,0,250,premium
huawei,2010.0,10,20,8,não,0,3,516.0,4K,OLED,,0,250,premium
samsung,,12,18,8,não,0,3,528.0,QUADHD,AMOLED,não,0,250,premium
