idade,emprego,estado_civil,educacao,saldo_bancario,possui_casa,emprestimo,dia,mes,duracao,qtd_contato,deposito
29.0,self-employed,,tertiary,1579,no,no,13,jul,178.0,1.0,yes
54.0,unemployed,,secondary,1561,no,no,25,may,352.0,3.0,yes
80.0,retired,,primary,1468,no,no,13,jan,330.0,3.0,yes
57.0,blue-collar,,secondary,2887,no,no,21,aug,819.0,10.0,yes
33.0,management,,tertiary,224,no,no,23,sep,409.0,2.0,yes
65.0,retired,,primary,1760,no,no,18,aug,855.0,4.0,yes
59.0,admin.,,secondary,3735,no,no,17,jun,243.0,3.0,yes
30.0,housemaid,,tertiary,19,no,no,4,aug,139.0,1.0,yes
28.0,blue-collar,,secondary,61,yes,no,4,may,226.0,2.0,yes
29.0,technician,,secondary,95,no,yes,3,feb,172.0,3.0,yes
31.0,self-employed,,tertiary,5,yes,yes,21,nov,635.0,1.0,yes
31.0,management,,secondary,360,yes,no,18,may,309.0,1.0,yes
49.0,blue-collar,,secondary,1730,yes,no,4,aug,605.0,2.0,yes
43.0,unemployed,,tertiary,0,no,no,16,jul,745.0,1.0,yes
40.0,unemployed,,tertiary,7968,no,no,2,mar,263.0,2.0,yes
39.0,unemployed,,primary,7005,yes,no,28,jul,429.0,2.0,yes
71.0,technician,,secondary,3020,no,no,30,jul,304.0,1.0,yes
38.0,self-employed,,tertiary,605,no,no,18,jun,1603.0,10.0,yes
30.0,management,,tertiary,376,yes,no,21,nov,710.0,1.0,yes
45.0,unemployed,,secondary,891,yes,no,7,jan,118.0,1.0,yes
67.0,retired,divorced,secondary,704,no,no,6,may,613.0,1.0,yes
58.0,admin.,,secondary,4348,yes,no,23,jun,790.0,4.0,yes
45.0,admin.,divorced,secondary,2353,yes,no,5,mar,182.0,1.0,yes
34.0,management,,tertiary,8000,no,no,12,feb,291.0,1.0,yes
27.0,technician,,tertiary,2781,yes,no,24,may,168.0,1.0,yes
51.0,blue-collar,,primary,541,no,no,11,aug,663.0,3.0,yes
38.0,management,,unknown,3576,no,no,26,may,579.0,1.0,yes
28.0,management,,tertiary,2725,no,no,16,jun,292.0,1.0,yes
25.0,student,,secondary,2354,no,no,5,feb,226.0,7.0,yes
37.0,services,,secondary,775,no,no,14,aug,150.0,2.0,yes
38.0,blue-collar,,secondary,622,yes,no,21,may,611.0,2.0,yes
37.0,technician,,secondary,4,no,no,11,aug,933.0,1.0,yes
34.0,management,,tertiary,5,no,no,18,aug,370.0,2.0,yes
37.0,technician,,tertiary,3943,no,no,6,apr,1138.0,2.0,yes
76.0,retired,divorced,primary,802,no,no,9,mar,241.0,1.0,yes
48.0,management,,tertiary,2351,no,no,15,sep,150.0,1.0,yes
49.0,technician,divorced,tertiary,1807,yes,no,12,mar,229.0,1.0,yes
62.0,housemaid,,secondary,2,no,no,3,nov,322.0,1.0,yes
33.0,services,,unknown,2297,no,no,27,jul,527.0,1.0,yes
19.0,student,,unknown,779,no,no,1,apr,184.0,4.0,yes
25.0,student,,secondary,108,no,no,29,apr,305.0,3.0,yes
31.0,services,divorced,primary,459,yes,no,7,may,623.0,1.0,yes
38.0,technician,,tertiary,110,no,no,17,jun,1051.0,3.0,yes
31.0,technician,,tertiary,13711,yes,no,20,nov,1532.0,3.0,yes
24.0,student,,tertiary,3415,no,no,27,apr,,1.0,yes
24.0,self-employed,,tertiary,2376,no,no,27,apr,122.0,1.0,yes
26.0,technician,,secondary,181,no,no,20,apr,158.0,2.0,yes
73.0,retired,,tertiary,448,no,no,24,mar,136.0,1.0,yes
29.0,entrepreneur,,secondary,714,yes,yes,13,may,482.0,2.0,yes
49.0,admin.,,secondary,3608,yes,no,30,apr,252.0,1.0,yes
42.0,management,,primary,5310,yes,no,25,nov,968.0,2.0,yes
68.0,retired,,tertiary,2144,no,no,26,jan,708.0,1.0,yes
60.0,management,,tertiary,2281,no,no,5,feb,230.0,2.0,yes
53.0,management,divorced,tertiary,2679,no,no,20,nov,295.0,3.0,yes
62.0,retired,,secondary,1495,no,no,2,feb,265.0,1.0,yes
33.0,management,,tertiary,1304,yes,no,18,may,536.0,2.0,yes
36.0,housemaid,,primary,78,yes,no,30,jul,2692.0,9.0,yes
46.0,services,,primary,437,yes,no,13,may,546.0,3.0,yes
37.0,housemaid,,secondary,7433,no,yes,5,feb,630.0,3.0,yes
53.0,blue-collar,,secondary,6112,no,no,3,feb,211.0,1.0,yes
34.0,admin.,,secondary,155,no,no,5,feb,696.0,2.0,yes
24.0,blue-collar,,secondary,9883,no,no,8,jul,210.0,5.0,yes
36.0,management,,tertiary,495,no,no,11,sep,,1.0,yes
34.0,technician,,secondary,294,yes,no,9,dec,265.0,1.0,yes
48.0,blue-collar,,primary,8990,no,no,2,feb,1790.0,2.0,yes
43.0,self-employed,,unknown,3173,no,no,15,may,746.0,1.0,yes
32.0,technician,divorced,tertiary,53,no,no,22,aug,671.0,2.0,yes
46.0,blue-collar,,secondary,640,yes,no,12,mar,215.0,1.0,yes
32.0,blue-collar,,secondary,217,yes,no,15,may,692.0,3.0,yes
45.0,blue-collar,,primary,804,yes,no,16,may,528.0,1.0,yes
29.0,unemployed,,primary,1374,no,no,17,nov,309.0,3.0,yes
25.0,management,,tertiary,3,yes,yes,16,apr,1034.0,1.0,yes
20.0,student,,secondary,502,no,no,30,apr,261.0,1.0,yes
45.0,blue-collar,,secondary,61,yes,no,26,may,745.0,4.0,yes
42.0,admin.,divorced,secondary,153,yes,no,16,may,844.0,1.0,yes
29.0,blue-collar,,secondary,8,yes,yes,10,jul,627.0,1.0,yes
23.0,self-employed,,tertiary,780,no,no,16,sep,393.0,1.0,yes
37.0,management,,tertiary,630,no,no,30,apr,315.0,1.0,yes
35.0,management,,tertiary,2161,no,no,9,sep,569.0,3.0,yes
61.0,retired,,tertiary,32685,no,no,2,mar,1447.0,2.0,yes
31.0,management,,tertiary,3384,no,no,16,sep,153.0,1.0,yes
41.0,management,,primary,5310,yes,no,17,nov,984.0,1.0,yes
34.0,blue-collar,divorced,secondary,383,yes,no,13,may,2231.0,1.0,yes
32.0,services,,secondary,772,yes,no,15,may,697.0,3.0,yes
32.0,technician,,tertiary,2976,yes,no,5,feb,783.0,1.0,yes
34.0,technician,,secondary,2729,yes,no,18,nov,835.0,1.0,yes
35.0,blue-collar,,unknown,520,yes,no,17,apr,476.0,1.0,yes
44.0,admin.,,secondary,205,no,no,3,nov,289.0,1.0,yes
32.0,services,,unknown,2378,no,no,17,nov,1132.0,2.0,yes
34.0,admin.,,secondary,48,yes,no,7,may,1806.0,2.0,yes
50.0,entrepreneur,,primary,461,yes,no,15,may,651.0,32.0,yes
32.0,technician,,secondary,116,yes,no,20,aug,718.0,2.0,yes
23.0,blue-collar,,secondary,272,no,no,14,aug,,2.0,yes
32.0,blue-collar,,secondary,799,no,yes,23,jul,2078.0,6.0,yes
60.0,housemaid,,secondary,0,no,no,3,aug,676.0,2.0,yes
44.0,admin.,,secondary,1534,no,no,10,nov,,1.0,yes
30.0,admin.,,secondary,4457,yes,no,21,nov,566.0,4.0,yes
37.0,technician,,unknown,189,no,no,16,jun,162.0,2.0,yes
35.0,technician,,tertiary,1880,no,no,20,may,154.0,1.0,yes
36.0,services,divorced,secondary,0,no,yes,15,jul,687.0,7.0,yes
39.0,management,,secondary,11835,yes,no,11,aug,744.0,2.0,yes
25.0,technician,,tertiary,839,yes,no,18,may,700.0,3.0,yes
33.0,management,,tertiary,952,yes,no,29,apr,1241.0,5.0,yes
28.0,blue-collar,,secondary,-197,yes,no,9,may,2016.0,2.0,yes
31.0,self-employed,,tertiary,1657,yes,yes,28,jan,872.0,1.0,yes
56.0,retired,,primary,1947,no,no,2,mar,225.0,2.0,yes
41.0,entrepreneur,,secondary,30,no,no,30,apr,460.0,1.0,yes
68.0,retired,divorced,primary,2027,no,no,14,sep,404.0,2.0,yes
61.0,admin.,,tertiary,1332,no,no,12,mar,156.0,1.0,yes
37.0,management,,tertiary,72,yes,yes,20,apr,885.0,5.0,yes
28.0,student,,secondary,153,no,no,23,jul,1124.0,2.0,yes
46.0,admin.,,secondary,70,yes,no,27,mar,229.0,2.0,yes
53.0,services,divorced,secondary,36,yes,yes,2,jul,25.0,1.0,yes
32.0,services,,secondary,-198,yes,no,21,may,681.0,3.0,yes
33.0,admin.,,secondary,5,yes,no,15,may,934.0,2.0,yes
57.0,housemaid,,tertiary,2326,no,no,17,apr,378.0,1.0,yes
41.0,technician,,tertiary,67,yes,no,19,nov,814.0,1.0,yes
24.0,technician,,secondary,598,no,no,12,may,762.0,1.0,yes
45.0,student,,unknown,1527,no,no,8,mar,132.0,1.0,yes
49.0,management,,secondary,1623,yes,no,19,nov,1081.0,2.0,yes
30.0,blue-collar,,primary,253,yes,no,5,may,259.0,1.0,yes
26.0,services,,secondary,1445,no,no,23,oct,171.0,1.0,yes
57.0,management,,tertiary,256,no,no,5,jun,304.0,2.0,yes
39.0,blue-collar,,unknown,1181,yes,no,30,jul,650.0,2.0,yes
40.0,technician,,tertiary,1646,yes,no,4,may,392.0,2.0,yes
52.0,retired,divorced,tertiary,-309,yes,no,19,jun,500.0,2.0,yes
35.0,technician,,tertiary,670,no,no,13,apr,278.0,4.0,yes
46.0,admin.,divorced,secondary,2196,no,no,28,jul,573.0,5.0,yes
49.0,services,divorced,secondary,947,no,no,20,jun,808.0,2.0,yes
22.0,student,,secondary,71,no,no,13,jul,337.0,1.0,yes
36.0,technician,,tertiary,521,no,no,20,oct,347.0,3.0,yes
38.0,technician,,secondary,5115,yes,no,27,feb,,1.0,yes
40.0,management,,tertiary,-17,yes,yes,11,may,474.0,1.0,yes
24.0,technician,,secondary,556,yes,no,18,aug,460.0,2.0,yes
78.0,retired,divorced,primary,229,no,no,22,oct,,1.0,yes
25.0,technician,,secondary,325,no,no,22,oct,716.0,3.0,yes
63.0,management,,tertiary,5112,no,no,13,nov,2184.0,2.0,yes
31.0,management,,tertiary,11821,no,no,18,aug,384.0,11.0,yes
41.0,technician,,secondary,650,yes,no,20,nov,2420.0,3.0,yes
50.0,retired,,secondary,8648,no,no,12,may,731.0,3.0,yes
27.0,self-employed,,tertiary,168,no,no,12,nov,123.0,1.0,yes
27.0,blue-collar,,secondary,2486,yes,no,29,may,733.0,1.0,yes
50.0,technician,divorced,secondary,396,no,no,20,jun,716.0,2.0,yes
44.0,management,,tertiary,1791,no,no,12,aug,201.0,1.0,yes
26.0,self-employed,,tertiary,168,no,no,30,apr,394.0,1.0,yes
46.0,technician,,unknown,3308,no,no,28,jul,219.0,2.0,yes
36.0,services,,secondary,4721,no,no,9,jun,150.0,1.0,yes
35.0,management,,tertiary,18111,no,no,14,aug,172.0,4.0,yes
68.0,retired,,secondary,1146,no,no,3,mar,153.0,2.0,yes
50.0,admin.,divorced,secondary,237,no,yes,5,nov,169.0,1.0,yes
36.0,services,,unknown,618,no,no,13,jul,360.0,1.0,yes
34.0,admin.,divorced,secondary,1085,no,no,11,mar,,7.0,yes
30.0,management,,tertiary,1028,no,no,4,feb,1294.0,2.0,yes
22.0,admin.,,secondary,114,no,no,30,mar,517.0,1.0,yes
59.0,admin.,,secondary,0,yes,no,10,jul,982.0,1.0,yes
60.0,blue-collar,,primary,631,no,no,12,aug,429.0,2.0,yes
32.0,technician,,secondary,660,no,no,25,oct,226.0,2.0,yes
46.0,self-employed,,tertiary,2421,no,no,19,nov,1084.0,1.0,yes
23.0,student,,secondary,794,no,no,26,jul,607.0,3.0,yes
22.0,self-employed,,secondary,2138,no,yes,10,aug,164.0,1.0,yes
59.0,services,,secondary,2965,yes,no,13,may,1970.0,3.0,yes
26.0,management,,tertiary,222,no,no,28,jun,247.0,1.0,yes
35.0,management,divorced,tertiary,6997,yes,no,9,jul,1121.0,1.0,yes
53.0,retired,,secondary,665,yes,no,22,apr,371.0,2.0,yes
39.0,management,,tertiary,285,yes,no,15,jul,838.0,3.0,yes
32.0,technician,,secondary,473,no,yes,10,aug,1064.0,1.0,yes
41.0,management,,tertiary,2226,no,no,7,aug,182.0,2.0,yes
37.0,admin.,,secondary,245,yes,yes,7,may,732.0,2.0,yes
35.0,management,,tertiary,1133,yes,no,3,nov,,1.0,yes
42.0,management,,tertiary,294,no,no,26,aug,513.0,1.0,yes
27.0,admin.,divorced,secondary,451,yes,no,16,jul,652.0,1.0,yes
57.0,unknown,,unknown,19268,no,no,23,oct,301.0,1.0,yes
41.0,blue-collar,,primary,1461,yes,no,6,jun,554.0,2.0,yes
37.0,housemaid,,secondary,465,yes,no,18,may,899.0,3.0,yes
44.0,unemployed,divorced,tertiary,0,no,no,5,feb,1960.0,3.0,yes
32.0,technician,,tertiary,654,yes,no,25,may,615.0,4.0,yes
34.0,admin.,,tertiary,79,yes,no,5,aug,203.0,1.0,yes
42.0,services,,tertiary,4216,no,no,12,jun,186.0,2.0,yes
54.0,admin.,,secondary,66,yes,no,11,nov,167.0,1.0,yes
48.0,self-employed,,tertiary,0,no,no,29,jan,1249.0,3.0,yes
73.0,retired,,primary,5539,no,no,6,aug,338.0,1.0,yes
33.0,management,,tertiary,2599,no,no,30,apr,1373.0,2.0,yes
42.0,management,,tertiary,2187,yes,no,17,nov,525.0,3.0,yes
57.0,admin.,,secondary,2120,no,no,19,aug,687.0,4.0,yes
29.0,services,,primary,339,no,no,4,jul,1576.0,3.0,yes
47.0,blue-collar,,secondary,8229,no,no,8,aug,784.0,2.0,yes
51.0,management,,tertiary,346,no,no,12,feb,122.0,1.0,yes
34.0,management,,tertiary,158,no,no,9,jun,190.0,1.0,yes
25.0,technician,,secondary,7103,yes,no,28,may,188.0,3.0,yes
50.0,admin.,,secondary,4855,no,no,5,aug,720.0,2.0,yes
47.0,admin.,,secondary,3696,no,no,12,jul,250.0,2.0,yes
40.0,technician,,secondary,-357,yes,no,16,jul,700.0,4.0,yes
79.0,retired,,secondary,8304,no,no,9,mar,303.0,9.0,yes
30.0,student,,secondary,48,no,no,25,feb,217.0,1.0,yes
54.0,self-employed,,tertiary,384,no,yes,27,may,200.0,1.0,yes
53.0,blue-collar,,primary,751,yes,no,3,feb,1528.0,2.0,yes
33.0,blue-collar,divorced,secondary,3546,yes,no,23,may,777.0,2.0,yes
60.0,management,,tertiary,73,no,no,8,aug,243.0,2.0,yes
35.0,self-employed,,tertiary,71,no,no,15,jun,651.0,1.0,yes
46.0,admin.,,secondary,974,no,no,5,jun,174.0,2.0,yes
52.0,services,,primary,306,yes,no,13,may,650.0,5.0,yes
50.0,management,,tertiary,3463,no,yes,28,oct,,1.0,yes
47.0,admin.,,secondary,3676,no,no,15,jul,415.0,2.0,yes
73.0,retired,,tertiary,459,no,no,17,feb,281.0,1.0,yes
35.0,admin.,,tertiary,286,no,no,30,apr,949.0,2.0,yes
26.0,blue-collar,,secondary,-11,yes,yes,17,jul,1150.0,3.0,yes
46.0,management,,tertiary,273,yes,no,15,sep,1962.0,1.0,yes
42.0,management,,tertiary,2665,yes,no,4,jun,280.0,2.0,yes
29.0,self-employed,,tertiary,3290,no,no,12,may,430.0,1.0,yes
30.0,management,,tertiary,8535,no,no,18,jun,393.0,2.0,yes
37.0,management,,tertiary,1276,no,no,16,nov,146.0,1.0,yes
28.0,admin.,,unknown,2736,no,no,8,jul,705.0,1.0,yes
32.0,blue-collar,,secondary,10287,yes,no,27,may,281.0,4.0,yes
53.0,management,,tertiary,1624,no,no,6,aug,,1.0,yes
41.0,self-employed,,secondary,0,yes,no,17,nov,789.0,1.0,yes
40.0,services,,secondary,446,yes,no,16,may,1252.0,1.0,yes
53.0,technician,,tertiary,395,no,no,29,oct,136.0,1.0,yes
64.0,retired,divorced,primary,315,no,no,17,feb,154.0,1.0,yes
32.0,technician,,secondary,484,yes,no,12,aug,668.0,2.0,yes
48.0,technician,,secondary,0,no,no,30,may,682.0,1.0,yes
35.0,admin.,,secondary,507,yes,no,22,jul,560.0,2.0,yes
43.0,management,,tertiary,2987,no,no,4,jun,156.0,1.0,yes
25.0,services,,secondary,801,no,no,5,jun,255.0,2.0,yes
43.0,management,,tertiary,0,no,no,14,jul,1153.0,3.0,yes
29.0,management,,tertiary,572,yes,no,8,nov,319.0,1.0,yes
61.0,management,,tertiary,2,no,no,12,aug,131.0,1.0,yes
64.0,retired,,unknown,34,no,no,26,aug,244.0,2.0,yes
27.0,technician,,tertiary,1075,no,no,2,sep,529.0,2.0,yes
38.0,technician,,tertiary,508,yes,yes,12,aug,1103.0,2.0,yes
36.0,management,,tertiary,926,no,no,14,apr,216.0,1.0,yes
61.0,self-employed,,tertiary,10861,no,no,25,oct,225.0,1.0,yes
49.0,blue-collar,divorced,primary,24,yes,no,11,may,701.0,1.0,yes
33.0,blue-collar,,primary,611,no,no,16,sep,390.0,2.0,yes
25.0,blue-collar,,secondary,1857,yes,no,12,oct,187.0,1.0,yes
33.0,blue-collar,,secondary,329,no,no,6,sep,224.0,1.0,yes
51.0,management,,tertiary,2635,no,no,21,may,407.0,3.0,yes
32.0,blue-collar,,secondary,225,yes,no,17,apr,574.0,1.0,yes
32.0,admin.,,secondary,1604,no,yes,7,jul,625.0,1.0,yes
72.0,retired,,primary,4657,no,no,23,mar,255.0,1.0,yes
34.0,admin.,,secondary,1406,yes,no,20,aug,63.0,2.0,yes
38.0,technician,,secondary,6728,no,no,25,nov,232.0,1.0,yes
35.0,management,,tertiary,611,no,no,1,oct,305.0,2.0,yes
38.0,technician,divorced,tertiary,1805,no,no,9,jun,952.0,2.0,yes
43.0,blue-collar,,primary,-399,no,yes,28,jul,662.0,3.0,yes
31.0,technician,,tertiary,208,no,no,12,aug,1344.0,7.0,yes
30.0,management,,tertiary,10884,no,no,4,may,333.0,2.0,yes
22.0,student,,primary,3472,no,no,20,oct,332.0,1.0,yes
46.0,admin.,,secondary,556,yes,yes,15,may,646.0,3.0,yes
52.0,management,,tertiary,7192,no,no,4,aug,1486.0,1.0,yes
35.0,technician,,tertiary,13460,yes,no,15,may,1068.0,3.0,yes
71.0,retired,,primary,2988,no,no,17,apr,130.0,1.0,yes
30.0,management,,tertiary,102,yes,no,18,dec,364.0,3.0,yes
25.0,student,,secondary,1868,no,no,26,oct,259.0,1.0,yes
34.0,management,,tertiary,-578,yes,no,18,may,767.0,2.0,yes
51.0,admin.,,secondary,241,no,no,7,dec,308.0,2.0,yes
25.0,services,,secondary,162,yes,no,1,sep,531.0,2.0,yes
48.0,management,,tertiary,5320,yes,no,20,jun,792.0,1.0,yes
42.0,blue-collar,,secondary,366,yes,no,22,may,324.0,1.0,yes
55.0,management,,unknown,1504,yes,no,22,may,338.0,2.0,yes
38.0,admin.,,secondary,262,no,no,3,feb,315.0,2.0,yes
26.0,blue-collar,,secondary,191,yes,no,6,may,550.0,1.0,yes
27.0,admin.,,tertiary,73,no,no,10,feb,159.0,1.0,yes
75.0,retired,,primary,358,no,no,17,feb,364.0,11.0,yes
32.0,technician,,secondary,483,no,no,8,aug,580.0,3.0,yes
39.0,management,,tertiary,5047,no,no,29,apr,218.0,4.0,yes
46.0,technician,,secondary,5862,no,no,1,jun,,1.0,yes
40.0,management,,tertiary,0,yes,no,25,mar,506.0,2.0,yes
36.0,blue-collar,divorced,secondary,2843,no,no,14,aug,186.0,1.0,yes
54.0,self-employed,divorced,primary,351,yes,no,6,jun,642.0,2.0,yes
42.0,management,,tertiary,372,yes,no,4,aug,153.0,3.0,yes
42.0,management,,tertiary,27696,no,no,12,may,176.0,2.0,yes
37.0,blue-collar,,secondary,133,yes,no,11,may,1388.0,2.0,yes
25.0,student,,unknown,3,no,no,26,may,170.0,1.0,yes
29.0,management,,tertiary,15459,no,no,18,feb,264.0,7.0,yes
32.0,management,,tertiary,2551,yes,no,21,jul,638.0,3.0,yes
64.0,retired,,secondary,571,yes,no,20,apr,1422.0,2.0,yes
55.0,management,,tertiary,7803,no,no,15,jan,441.0,1.0,yes
56.0,management,,primary,0,no,no,3,feb,996.0,1.0,yes
28.0,admin.,,unknown,24,yes,no,18,jul,415.0,2.0,yes
52.0,management,divorced,tertiary,2104,no,no,3,jun,210.0,2.0,yes
36.0,technician,divorced,secondary,3158,yes,no,3,jun,144.0,2.0,yes
25.0,student,,tertiary,10,yes,no,21,jul,857.0,4.0,yes
66.0,self-employed,,tertiary,147,no,no,12,jan,411.0,1.0,yes
31.0,management,,tertiary,12857,yes,no,4,may,483.0,4.0,yes
43.0,technician,divorced,unknown,4389,no,no,2,jul,632.0,2.0,yes
59.0,management,,tertiary,474,no,no,21,aug,252.0,1.0,yes
35.0,management,,unknown,2326,yes,yes,16,sep,319.0,1.0,yes
48.0,admin.,,primary,3644,yes,yes,31,jul,1039.0,9.0,yes
38.0,admin.,,tertiary,1988,no,no,27,mar,164.0,2.0,yes
27.0,admin.,,secondary,1595,no,no,29,dec,196.0,2.0,yes
25.0,student,,secondary,331,no,no,26,aug,170.0,4.0,yes
56.0,management,,unknown,4623,no,no,25,feb,305.0,1.0,yes
54.0,management,divorced,tertiary,12018,yes,no,21,dec,267.0,2.0,yes
36.0,unemployed,,tertiary,154,no,no,26,aug,556.0,7.0,yes
31.0,admin.,,secondary,190,no,no,30,apr,514.0,1.0,yes
62.0,entrepreneur,,secondary,3904,no,no,29,jan,403.0,2.0,yes
31.0,technician,,tertiary,882,no,no,4,sep,293.0,1.0,yes
66.0,retired,divorced,unknown,53,no,no,12,jul,562.0,4.0,yes
32.0,management,,tertiary,6542,yes,no,15,may,1598.0,4.0,yes
40.0,services,divorced,secondary,687,yes,no,2,feb,531.0,1.0,yes
43.0,blue-collar,,primary,3064,yes,no,20,nov,2453.0,2.0,yes
51.0,housemaid,divorced,secondary,9228,no,no,18,jul,655.0,4.0,yes
34.0,blue-collar,,secondary,800,no,no,5,apr,144.0,1.0,yes
47.0,management,,tertiary,3505,no,no,17,nov,434.0,2.0,yes
36.0,management,,tertiary,5958,yes,no,22,sep,155.0,1.0,yes
27.0,technician,,tertiary,667,no,no,29,jan,866.0,2.0,yes
52.0,services,divorced,secondary,36,yes,yes,11,may,930.0,1.0,yes
44.0,housemaid,,primary,1059,no,no,18,jun,2093.0,1.0,yes
26.0,technician,,secondary,915,no,no,2,jun,384.0,1.0,yes
32.0,technician,,secondary,1547,no,no,26,oct,289.0,1.0,yes
34.0,management,,tertiary,3050,yes,no,13,may,469.0,1.0,yes
35.0,technician,,tertiary,7050,no,no,11,aug,222.0,3.0,yes
32.0,management,,tertiary,2,yes,no,11,sep,,2.0,yes
43.0,self-employed,,secondary,14144,yes,no,21,nov,504.0,1.0,yes
50.0,unemployed,,primary,705,no,no,5,jun,504.0,1.0,yes
40.0,blue-collar,,primary,1758,yes,no,16,may,1230.0,3.0,yes
29.0,self-employed,,tertiary,476,yes,no,18,may,427.0,1.0,yes
32.0,technician,,secondary,348,yes,no,17,jul,926.0,1.0,yes
50.0,management,,tertiary,5969,no,no,25,jan,455.0,1.0,yes
65.0,unemployed,,secondary,3195,no,no,2,mar,904.0,1.0,yes
59.0,self-employed,,tertiary,2013,no,no,17,nov,409.0,2.0,yes
44.0,entrepreneur,,tertiary,121,no,no,10,aug,412.0,1.0,yes
33.0,admin.,,secondary,82,yes,no,25,jul,735.0,1.0,yes
33.0,management,,tertiary,935,no,no,9,feb,385.0,2.0,yes
57.0,unemployed,,secondary,3754,no,no,5,feb,1063.0,2.0,yes
38.0,management,,tertiary,104,yes,no,6,may,606.0,3.0,yes
49.0,management,,tertiary,4751,no,no,12,aug,884.0,4.0,yes
45.0,blue-collar,,unknown,1529,yes,no,13,nov,181.0,1.0,yes
25.0,technician,,secondary,102,no,yes,8,jul,574.0,2.0,yes
22.0,housemaid,,secondary,1796,no,no,28,jun,369.0,3.0,yes
32.0,management,,tertiary,935,no,no,10,aug,161.0,2.0,yes
36.0,services,,secondary,365,no,no,4,may,643.0,1.0,yes
32.0,management,divorced,tertiary,222,no,yes,15,jul,820.0,4.0,yes
45.0,blue-collar,,secondary,0,no,no,5,aug,374.0,2.0,yes
35.0,housemaid,,secondary,1015,yes,no,5,jun,406.0,2.0,yes
23.0,student,,secondary,107,no,no,14,oct,,1.0,yes
50.0,blue-collar,,primary,82,no,no,5,apr,456.0,1.0,yes
31.0,management,,tertiary,877,no,no,9,jun,192.0,1.0,yes
61.0,retired,,tertiary,2557,yes,no,10,nov,,1.0,yes
42.0,blue-collar,,primary,1673,yes,no,17,apr,636.0,3.0,yes
39.0,blue-collar,,secondary,2467,no,no,19,jul,207.0,2.0,yes
37.0,technician,,secondary,980,no,no,8,aug,1306.0,5.0,yes
30.0,blue-collar,,secondary,183,yes,no,18,jul,610.0,1.0,yes
55.0,unemployed,divorced,secondary,387,yes,no,6,may,918.0,1.0,yes
30.0,services,divorced,primary,459,yes,no,18,jul,494.0,1.0,yes
57.0,management,,tertiary,1227,no,no,5,jun,232.0,1.0,yes
31.0,unemployed,,tertiary,302,no,no,3,feb,349.0,1.0,yes
37.0,entrepreneur,divorced,secondary,175,yes,yes,13,may,753.0,6.0,yes
34.0,blue-collar,,secondary,182,no,no,6,aug,938.0,2.0,yes
31.0,technician,,secondary,-367,yes,no,18,jul,474.0,2.0,yes
52.0,technician,,tertiary,876,no,no,4,may,601.0,3.0,yes
48.0,unemployed,divorced,secondary,201,no,no,10,nov,594.0,1.0,yes
73.0,retired,,primary,796,no,no,23,oct,427.0,1.0,yes
54.0,retired,divorced,tertiary,0,no,no,13,may,618.0,1.0,yes
38.0,admin.,,secondary,1559,no,no,3,mar,136.0,2.0,yes
39.0,blue-collar,,primary,70,no,no,8,may,813.0,1.0,yes
44.0,self-employed,,tertiary,2734,yes,no,12,may,897.0,4.0,yes
29.0,admin.,,secondary,3528,no,no,8,oct,137.0,1.0,yes
51.0,management,,tertiary,469,no,no,15,apr,200.0,1.0,yes
31.0,blue-collar,,secondary,3311,yes,no,20,may,719.0,1.0,yes
33.0,services,,secondary,152,yes,no,25,may,202.0,2.0,yes
39.0,self-employed,,tertiary,1047,no,no,6,jun,554.0,1.0,yes
30.0,technician,,secondary,484,yes,no,6,may,703.0,1.0,yes
39.0,technician,,secondary,1587,yes,no,8,sep,,2.0,yes
25.0,management,,tertiary,4461,no,no,11,mar,796.0,5.0,yes
57.0,admin.,,secondary,3551,yes,no,12,may,458.0,1.0,yes
35.0,management,,tertiary,495,no,no,30,apr,266.0,1.0,yes
27.0,blue-collar,,secondary,3792,no,no,22,apr,279.0,2.0,yes
27.0,technician,,secondary,489,yes,no,30,jul,356.0,4.0,yes
28.0,self-employed,,tertiary,159,no,no,16,nov,449.0,2.0,yes
41.0,admin.,,secondary,985,yes,no,30,jun,274.0,2.0,yes
46.0,blue-collar,,primary,369,yes,no,13,may,916.0,2.0,yes
38.0,management,divorced,secondary,257,yes,no,30,apr,435.0,1.0,yes
35.0,technician,,secondary,2779,no,no,22,oct,118.0,2.0,yes
24.0,services,,secondary,638,yes,yes,7,may,792.0,3.0,yes
24.0,blue-collar,,secondary,833,yes,no,15,may,956.0,1.0,yes
28.0,management,,tertiary,9314,no,no,2,jul,276.0,2.0,yes
28.0,admin.,,secondary,4745,no,no,12,may,360.0,1.0,yes
53.0,management,,secondary,2693,no,no,5,mar,,1.0,yes
45.0,management,,tertiary,160,no,no,10,nov,182.0,2.0,yes
33.0,services,,secondary,1697,no,no,3,nov,179.0,1.0,yes
51.0,management,,tertiary,0,no,no,7,jun,302.0,1.0,yes
32.0,technician,,tertiary,-770,yes,no,18,may,618.0,1.0,yes
65.0,retired,,secondary,20806,no,no,8,apr,523.0,2.0,yes
32.0,blue-collar,,primary,3136,yes,no,19,nov,820.0,1.0,yes
67.0,retired,,primary,1430,no,no,11,jan,499.0,2.0,yes
53.0,technician,,secondary,6831,no,no,13,may,1130.0,2.0,yes
41.0,blue-collar,divorced,primary,664,no,yes,15,jul,955.0,5.0,yes
